ticker    ,sector                ,region                     ,piotroski_score,altman_score,beneish_score,surprise_score,beat_score,adjustment_score,earnings_quality_score,quality_grade
600380    ,Health Care           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
300676    ,Health Care           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
000791    ,Utilities             ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
600511    ,Health Care           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
EBO       ,Health Care           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
301219    ,Materials             ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
5214      ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
603337    ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
MARI      ,Energy                ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
9989      ,Consumer Staples      ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
601966    ,Consumer Discretionary,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
4980      ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
601158    ,Utilities             ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
7240      ,Consumer Discretionary,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
002747    ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
000723    ,Materials             ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
300446    ,Materials             ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
GRSE      ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
002984    ,Consumer Discretionary,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
9468      ,Communication Services,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
500109    ,Energy                ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
688502    ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
688279    ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
002237    ,Materials             ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
603688    ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
S59       ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
603233    ,Consumer Staples      ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
6268      ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
002312    ,Materials             ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
3110      ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
600131    ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
6323      ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
600633    ,Communication Services,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
1893      ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
688652    ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
603658    ,Health Care           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
300558    ,Health Care           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
9533      ,Utilities             ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
688520    ,Health Care           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
300655    ,Materials             ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
002324    ,Materials             ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
6055      ,Consumer Discretionary,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
KPJ       ,Health Care           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
6481      ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
A214450   ,Health Care           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
300726    ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
603565    ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
1797      ,Consumer Staples      ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
002461    ,Consumer Staples      ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
600763    ,Health Care           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
000598    ,Utilities             ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
A062040   ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
BRG       ,Consumer Discretionary,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
5233      ,Materials             ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
000739    ,Health Care           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
853       ,Health Care           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
539006    ,Materials             ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
300146    ,Consumer Staples      ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
EMR       ,Materials             ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
002373    ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
FFC       ,Materials             ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
7988      ,Consumer Discretionary,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
5393      ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
3105      ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
002468    ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
000785    ,Consumer Discretionary,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
300679    ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
601098    ,Communication Services,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
9008      ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
MTEL      ,Communication Services,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
002901    ,Health Care           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
002245    ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
600820    ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
3116      ,Consumer Discretionary,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
TBIG      ,Communication Services,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
600320    ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
9904      ,Consumer Discretionary,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
300827    ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
3933      ,Health Care           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
A066970   ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ZFCVINDIA ,Consumer Discretionary,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
002299    ,Consumer Staples      ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
603698    ,Energy                ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
688698    ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
688006    ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
300682    ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
A052690   ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
1199      ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
000902    ,Materials             ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
3774      ,Communication Services,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
548       ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
600546    ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
2784      ,Health Care           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
A271560   ,Consumer Staples      ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
4912      ,Consumer Staples      ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
603355    ,Consumer Discretionary,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
600655    ,Consumer Discretionary,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
3677      ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
SAGILITY  ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
600764    ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
688627    ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
2565      ,Health Care           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
601137    ,Materials             ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
TATATECH  ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
000636    ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
688400    ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
CJLU      ,Communication Services,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
9301      ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
601702    ,Materials             ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
300568    ,Materials             ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
002120    ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
PGAS      ,Utilities             ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
002865    ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
300624    ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
4203      ,Materials             ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
600933    ,Consumer Discretionary,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
2371      ,Communication Services,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
300142    ,Health Care           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
A004020   ,Materials             ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
601016    ,Utilities             ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
2871      ,Consumer Staples      ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
3549      ,Consumer Staples      ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
525       ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
6976      ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
605196    ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
688567    ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
002847    ,Consumer Staples      ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
600388    ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
301061    ,Consumer Discretionary,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
GENM      ,Consumer Discretionary,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
688100    ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
2507      ,Industrials           ,United States and Canada   ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
1114      ,Consumer Discretionary,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
A251270   ,Communication Services,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
9065      ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
3899      ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
600339    ,Energy                ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
300776    ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
TOP       ,Energy                ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
AEV       ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
8088      ,Energy                ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
603871    ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
3260      ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
GP        ,Communication Services,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
LTG       ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
IGL       ,Utilities             ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
688372    ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
4613      ,Materials             ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
301035    ,Materials             ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
301363    ,Health Care           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
4530      ,Health Care           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
000951    ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
AEGISLOG  ,Energy                ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
SCGP      ,Materials             ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
3396      ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
9706      ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
3324      ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
600612    ,Consumer Discretionary,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
600114    ,Consumer Discretionary,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
ARCI      ,Materials             ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
600258    ,Consumer Discretionary,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
1686      ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
RAMCOCEM  ,Materials             ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
A051900   ,Consumer Staples      ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
GENTING   ,Consumer Discretionary,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
6805      ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
6409      ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
SYNGENE   ,Health Care           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
002690    ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
001267    ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
601666    ,Energy                ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
601139    ,Utilities             ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
2009      ,Materials             ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
000543    ,Utilities             ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
KIMS      ,Health Care           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
600062    ,Health Care           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
688388    ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
2027      ,Materials             ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
300457    ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
TWE       ,Consumer Staples      ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
E5H       ,Consumer Staples      ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
002607    ,Consumer Discretionary,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
603662    ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
2385      ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,100       ,50.0            ,57.5                  ,C
603992    ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
002439    ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
KAYNES    ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
000937    ,Energy                ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
603005    ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
600779    ,Consumer Staples      ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
9987      ,Health Care           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
603306    ,Consumer Discretionary,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
5471      ,Materials             ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
603730    ,Consumer Discretionary,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
6330      ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
4401      ,Materials             ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
8012      ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
NIC       ,Materials             ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
600761    ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
000962    ,Materials             ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
2433      ,Communication Services,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
6789      ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
AFFLE     ,Communication Services,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
688516    ,Information Technology,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
MYOR      ,Consumer Staples      ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
301155    ,Industrials           ,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
515030    ,Consumer Discretionary,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
HMPRO     ,Consumer Discretionary,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
TUA       ,Communication Services,Asia / Pacific             ,50.0           ,50.0        ,50.0         ,50.0          ,0         ,50.0            ,42.5                  ,D
