ticker    ,name                                                                                   ,sector                ,industry                                             ,exchange,market_cap,enterprise_value,last_price,price_target,composite_quality_score,quality_tier
BALSU     ,Balsu Gida Sanayi ve Ticaret Anonim Sirketi                                            ,Consumer Staples      ,Food Products                                        ,IBSE    ,402.44    ,659.37          ,15.74     ,27.14       ,39.124143835616444     ,Below Avg
BIG       ,Big Technologies PLC                                                                   ,Information Technology,Electronic Equipment Instruments and Components      ,AIM     ,415.02    ,284.72          ,1.045     ,1.075       ,39.12235367372354      ,Below Avg
600320    ,Shanghai Zhenhua Heavy Industries Co. Ltd.                                             ,Industrials           ,Machinery                                            ,SHSE    ,2976.23   ,6247.53         ,5.12      ,5.14        ,39.11581569115817      ,Below Avg
BMY       ,Bristol-Myers Squibb Company                                                           ,Health Care           ,Pharmaceuticals                                      ,NYSE    ,112068.2  ,146249.2        ,55.05     ,58.0435     ,39.10530821917809      ,Below Avg
CRWD      ,CrowdStrike Holdings Inc.                                                              ,Information Technology,Software                                             ,NasdaqGS,111277.51 ,107336.99       ,441.405   ,554.3415    ,39.10445205479453      ,Below Avg
SEPN      ,Septerna Inc.                                                                          ,Health Care           ,Pharmaceuticals                                      ,NasdaqGM,1045.03   ,507.58          ,23.34     ,33.8571     ,39.08367061021171      ,Below Avg
NGVT      ,Ingevity Corporation                                                                   ,Materials             ,Chemicals                                            ,NYSE    ,2366.07   ,3574.47         ,65.79     ,70.75       ,39.08102428393524      ,Below Avg
A298380   ,ABL Bio Inc.                                                                           ,Health Care           ,Biotechnology                                        ,KOSDAQ  ,7542.52   ,7484.72         ,197700.0  ,183200.0    ,39.06927148194272      ,Below Avg
600563    ,Xiamen Faratronic Co. Ltd.                                                             ,Information Technology,Electronic Equipment Instruments and Components      ,SHSE    ,3518.03   ,3298.71         ,108.69    ,133.6086    ,39.0495797011208       ,Below Avg
NOKIA     ,Nokia Oyj                                                                              ,Information Technology,Communications Equipment                             ,HLSE    ,36089.06  ,33809.15        ,5.424     ,5.6667      ,39.03977272727274      ,Below Avg
FVA       ,Fevara plc                                                                             ,Consumer Staples      ,Food Products                                        ,LSE     ,96.65     ,94.43           ,1.36      ,1.79        ,39.0388387297634       ,Below Avg
MYE       ,Myers Industries Inc.                                                                  ,Materials             ,Containers and Packaging                             ,NYSE    ,773.22    ,1127.09         ,20.67     ,21.0        ,39.01019613947697      ,Below Avg
PATANJALI ,Patanjali Foods Limited                                                                ,Consumer Staples      ,Food Products                                        ,NSEI    ,5936.95   ,6045.92         ,500.4     ,667.5       ,39.00965130759652      ,Below Avg
601208    ,Sichuan Em Technology Co. Ltd.                                                         ,Materials             ,Chemicals                                            ,SHSE    ,4130.02   ,4473.6          ,28.42     ,20.5667     ,39.00537048567872      ,Below Avg
9984      ,SoftBank Group Corp.                                                                   ,Communication Services,Wireless Telecommunication Services                  ,TSE     ,156599.22 ,271035.08       ,4253.0    ,5523.5      ,38.999143835616444     ,Below Avg
002373    ,China Transinfo Technology Co. Ltd                                                     ,Information Technology,IT Services                                          ,SZSE    ,2794.36   ,2319.62         ,12.35     ,9.4125      ,38.982721046077216     ,Below Avg
CINPHA    ,Cinclus Pharma Holding AB (publ)                                                       ,Health Care           ,Pharmaceuticals                                      ,OM      ,90.9      ,30.95           ,17.32     ,60.0        ,38.98233188044832      ,Below Avg
NEXA      ,Nexa Resources S.A.                                                                    ,Materials             ,Metals and Mining                                    ,NYSE    ,1670.05   ,3433.23         ,12.61     ,8.8375      ,38.97369240348693      ,Below Avg
DOAS      ,Dogus Otomotiv Servis ve Ticaret A.S.                                                  ,Consumer Discretionary,Specialty Retail                                     ,IBSE    ,1159.88   ,1730.68         ,229.3     ,258.585     ,38.97338107098382      ,Below Avg
AUR       ,Aurora Innovation Inc.                                                                 ,Information Technology,Software                                             ,NasdaqGS,8128.56   ,6988.56         ,4.2       ,9.7878      ,38.97174657534247      ,Below Avg
OHLA      ,Obrascón Huarte Lain S.A.                                                              ,Industrials           ,Construction and Engineering                         ,BME     ,589.63    ,412.85          ,0.359     ,0.5337      ,38.952210460772115     ,Below Avg
NOL       ,Northern Ocean Ltd.                                                                    ,Energy                ,Energy Equipment and Services                        ,OB      ,288.92    ,806.37          ,9.14      ,9.25        ,38.929171855541725     ,Below Avg
9449      ,GMO internet group Inc.                                                                ,Information Technology,IT Services                                          ,TSE     ,2492.18   ,103.81          ,3851.0    ,4062.5      ,38.9285491905355       ,Below Avg
ELPE      ,HELLENiQ ENERGY Holdings S.A.                                                          ,Energy                ,Oil Gas and Consumable Fuels                         ,ATSE    ,3293.47   ,6582.5          ,9.07      ,8.7375      ,38.92131070983811      ,Below Avg
HDD       ,Heidelberger Druckmaschinen Aktiengesellschaft                                         ,Industrials           ,Machinery                                            ,XTRA    ,666.02    ,654.14          ,1.842     ,2.39        ,38.9185087173101       ,Below Avg
SINCH     ,Sinch AB (publ)                                                                        ,Information Technology,Software                                             ,OM      ,2419.57   ,3066.8          ,26.74     ,35.9375     ,38.917496886674975     ,Below Avg
603728    ,Shanghai Moons' Electric Co. Ltd.                                                      ,Industrials           ,Electrical Equipment                                 ,SHSE    ,4201.24   ,4174.75         ,69.72     ,55.7        ,38.91664072229141      ,Below Avg
688295    ,Zhongfu Shenying Carbon Fiber Co.Ltd.                                                  ,Materials             ,Chemicals                                            ,SHSE    ,4251.81   ,4419.98         ,32.84     ,31.0223     ,38.89640410958904      ,Below Avg
ACLX      ,Arcellx Inc.                                                                           ,Health Care           ,Biotechnology                                        ,NasdaqGS,3949.88   ,3425.7          ,68.31     ,112.3529    ,38.886052303860524     ,Below Avg
600633    ,Zhejiang Daily Digital Culture Group Co.Ltd                                            ,Communication Services,Entertainment                                        ,SHSE    ,2822.04   ,2723.74         ,15.47     ,18.325      ,38.86752801992529      ,Below Avg
OQEP      ,OQ Exploration and Production SAOG                                                     ,Energy                ,Oil Gas and Consumable Fuels                         ,MSM     ,8245.76   ,8881.93         ,0.397     ,0.4012      ,38.86386986301371      ,Below Avg
BBOT      ,BridgeBio Oncology Therapeutics Inc.                                                   ,Health Care           ,Biotechnology                                        ,NasdaqGM,937.47    ,472.07          ,11.72     ,24.1429     ,38.86169053549192      ,Below Avg
600388    ,Fujian Longking Co. Ltd.                                                               ,Industrials           ,Machinery                                            ,SHSE    ,3325.52   ,3725.8          ,18.31     ,23.055      ,38.857721046077216     ,Below Avg
659       ,CTF Services Limited                                                                   ,Industrials           ,Industrial Conglomerates                             ,SEHK    ,5265.59   ,5812.16         ,9.14      ,9.6333      ,38.850326899128284     ,Below Avg
4265      ,Cherry Trading Company                                                                 ,Industrials           ,Ground Transportation                                ,SASE    ,237.56    ,457.05          ,29.7      ,43.0        ,38.84651307596514      ,Below Avg
4004      ,Resonac Holdings Corporation                                                           ,Materials             ,Chemicals                                            ,TSE     ,10464.23  ,15617.8         ,8950.0    ,7408.3333   ,38.840208592777095     ,Below Avg
ADRO      ,PT Alamtri Resources Indonesia Tbk                                                     ,Energy                ,Oil Gas and Consumable Fuels                         ,IDX     ,3790.67   ,3396.6          ,2210.0    ,2471.9484   ,38.83390410958904      ,Below Avg
MARS      ,Marston's PLC                                                                          ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,LSE     ,524.46    ,2256.01         ,0.604     ,0.7875      ,38.83094645080947      ,Below Avg
1072      ,Dongfang Electric Corporation Limited                                                  ,Industrials           ,Electrical Equipment                                 ,SEHK    ,12230.2   ,9314.48         ,25.46     ,26.276      ,38.82721046077211      ,Below Avg
RI        ,Pernod Ricard SA                                                                       ,Consumer Staples      ,Beverages                                            ,ENXTPA  ,22447.76  ,36440.87        ,75.08     ,97.805      ,38.825731631382325     ,Below Avg
600332    ,Guangzhou Baiyunshan Pharmaceutical Holdings Company Limited                           ,Health Care           ,Health Care Providers and Services                   ,SHSE    ,5641.16   ,5618.72         ,25.25     ,26.9        ,38.817169987546706     ,Below Avg
HRL       ,Hormel Foods Corporation                                                               ,Consumer Staples      ,Food Products                                        ,NYSE    ,13538.14  ,15874.61        ,24.61     ,27.25       ,38.79973536737236      ,Below Avg
AXSM      ,Axsome Therapeutics Inc.                                                               ,Health Care           ,Pharmaceuticals                                      ,NasdaqGM,9288.53   ,9181.85         ,184.25    ,212.941     ,38.7970890410959       ,Below Avg
TMQ       ,Trilogy Metals Inc.                                                                    ,Materials             ,Metals and Mining                                    ,TSX     ,860.56    ,836.75          ,6.85      ,8.8387      ,38.797089041095894     ,Below Avg
GENTING   ,Genting Berhad                                                                         ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,KLSE    ,2794.45   ,13002.31        ,2.86      ,3.9877      ,38.7891500622665       ,Below Avg
NMAX      ,Newsmax Inc.                                                                           ,Communication Services,Media                                                ,NYSE    ,890.99    ,765.84          ,6.9       ,20.5        ,38.776618929016195     ,Below Avg
ATC       ,Arctic Paper S.A.                                                                      ,Materials             ,Paper and Forest Products                            ,WSE     ,158.99    ,284.93          ,8.13      ,8.3         ,38.77366127023662      ,Below Avg
BLC       ,Bastide Le Confort Médical SA                                                          ,Health Care           ,Health Care Providers and Services                   ,ENXTPA  ,201.93    ,637.75          ,23.25     ,38.0        ,38.77093711083438      ,Below Avg
AMBP      ,Ardagh Metal Packaging S.A.                                                            ,Materials             ,Containers and Packaging                             ,NYSE    ,2623.9    ,6407.9          ,4.39      ,4.45        ,38.76696762141969      ,Below Avg
300782    ,Maxscend Microelectronics Company Limited                                              ,Information Technology,Electronic Equipment Instruments and Components      ,SZSE    ,6025.56   ,6266.77         ,78.3      ,74.5548     ,38.76206413449565      ,Below Avg
AMLX      ,Amylyx Pharmaceuticals Inc.                                                            ,Health Care           ,Pharmaceuticals                                      ,NasdaqGS,1569.32   ,1231.27         ,14.29     ,20.2222     ,38.75957347447074      ,Below Avg
ALREW     ,Reworld Media Société Anonyme                                                          ,Communication Services,Media                                                ,ENXTPA  ,116.33    ,267.62          ,1.74      ,4.8333      ,38.75708281444584      ,Below Avg
ALR       ,Alro S.A.                                                                              ,Materials             ,Metals and Mining                                    ,BVB     ,249.71    ,547.65          ,1.5       ,2.1         ,38.75490348692404      ,Below Avg
INDB      ,Indel B S.p.A.                                                                         ,Consumer Discretionary,Household Durables                                   ,BIT     ,124.48    ,158.67          ,19.9      ,28.5        ,38.75412515566626      ,Below Avg
AVIO      ,Avio S.p.A.                                                                            ,Industrials           ,Aerospace and Defense                                ,BIT     ,1885.59   ,1841.86         ,34.65     ,43.7        ,38.74875466998755      ,Below Avg
ASGN      ,ASGN Incorporated                                                                      ,Information Technology,IT Services                                          ,NYSE    ,2224.24   ,3337.34         ,52.09     ,52.8333     ,38.727194894146955     ,Below Avg
AEIN      ,Allgeier SE                                                                            ,Information Technology,IT Services                                          ,XTRA    ,305.31    ,551.0           ,22.4      ,23.5        ,38.70649128268992      ,Below Avg
A247540   ,EcoPro BM Co. Ltd.                                                                     ,Industrials           ,Electrical Equipment                                 ,KOSDAQ  ,15642.87  ,17208.91        ,232000.0  ,130977.2727 ,38.702833125778334     ,Below Avg
ENQ       ,EnQuest PLC                                                                            ,Energy                ,Oil Gas and Consumable Fuels                         ,LSE     ,316.78    ,1042.79         ,0.1238    ,0.1801      ,38.7001089663761       ,Below Avg
VP        ,Vp plc                                                                                 ,Industrials           ,Trading Companies and Distributors                   ,LSE     ,292.84    ,597.06          ,5.4       ,8.28        ,38.696217310087185     ,Below Avg
PIK       ,Pick n Pay Stores Limited                                                              ,Consumer Staples      ,Consumer Staples Distribution and Retail             ,JSE     ,1091.26   ,1981.98         ,24.07     ,30.3722     ,38.6440691158157       ,Below Avg
WINE      ,Purcari Wineries Public Company Limited                                                ,Consumer Staples      ,Beverages                                            ,BVB     ,185.09    ,251.06          ,19.56     ,20.2833     ,38.63908779576589      ,Below Avg
KEMPOWR   ,Kempower Oyj                                                                           ,Industrials           ,Electrical Equipment                                 ,HLSE    ,1063.91   ,1040.86         ,16.16     ,16.7        ,38.632394146948954     ,Below Avg
300498    ,Wens Foodstuff Group Co. Ltd.                                                          ,Consumer Staples      ,Food Products                                        ,SZSE    ,14932.43  ,17582.01        ,15.6      ,20.79       ,38.6289694894147       ,Below Avg
ALCAT     ,SA Catana Group                                                                        ,Consumer Discretionary,Leisure Products                                     ,ENXTPA  ,94.51     ,120.76          ,2.79      ,3.75        ,38.62601183063513      ,Below Avg
KOTON     ,Koton Magazacilik Tekstil Sanayi ve Ticaret A.S.                                       ,Consumer Discretionary,Specialty Retail                                     ,IBSE    ,332.87    ,515.28          ,17.45     ,27.66       ,38.609589041095894     ,Below Avg
TW        ,Taylor Wimpey plc                                                                      ,Consumer Discretionary,Household Durables                                   ,LSE     ,5189.33   ,4792.47         ,1.0675    ,1.2471      ,38.59324408468245      ,Below Avg
300007    ,Hanwei Electronics Group Corporation                                                   ,Information Technology,Electronic Equipment Instruments and Components      ,SZSE    ,2605.85   ,2717.61         ,55.32     ,60.0        ,38.5880292652553       ,Below Avg
URC       ,Universal Robina Corporation                                                           ,Consumer Staples      ,Food Products                                        ,PSE     ,2576.21   ,2742.92         ,71.0      ,92.9167     ,38.582036114570364     ,Below Avg
ESENSE    ,Enersense International Oyj                                                            ,Industrials           ,Commercial Services and Supplies                     ,HLSE    ,75.55     ,110.53          ,3.9       ,5.2         ,38.58016811955169      ,Below Avg
VNOM      ,Viper Energy Inc.                                                                      ,Energy                ,Oil Gas and Consumable Fuels                         ,NasdaqGS,15220.08  ,16020.37        ,42.34     ,50.1111     ,38.57666562889167      ,Below Avg
JBLU      ,JetBlue Airways Corporation                                                            ,Industrials           ,Passenger Airlines                                   ,NasdaqGS,1771.27   ,8573.27         ,4.87      ,4.7143      ,38.575575965130774     ,Below Avg
GRND      ,Grindr Inc.                                                                            ,Communication Services,Interactive Media and Services                       ,NYSE    ,2091.19   ,2368.1          ,11.32     ,21.75       ,38.566625155666266     ,Below Avg
600104    ,SAIC Motor Corporation Limited                                                         ,Consumer Discretionary,Automobiles                                          ,SHSE    ,23239.63  ,14721.84        ,14.14     ,20.2785     ,38.54763387297635      ,Below Avg
LGIH      ,LGI Homes Inc.                                                                         ,Consumer Discretionary,Household Durables                                   ,NasdaqGS,1156.49   ,2851.51         ,50.11     ,67.5        ,38.537671232876725     ,Below Avg
AMBA      ,Ambarella Inc.                                                                         ,Information Technology,Semiconductors and Semiconductor Equipment           ,NasdaqGS,2756.95   ,2475.3          ,64.04     ,97.4545     ,38.530588418430895     ,Below Avg
LATOB     ,Investment AB Latour (publ)                                                            ,Industrials           ,Industrial Conglomerates                             ,OM      ,16013.51  ,18081.28        ,222.1     ,273.0       ,38.52685242839353      ,Below Avg
FUBO      ,FuboTV Inc.                                                                            ,Communication Services,Interactive Media and Services                       ,NYSE    ,2900.39   ,                ,2.23      ,4.5         ,38.52560709838108      ,Below Avg
HRI       ,Herc Holdings Inc.                                                                     ,Industrials           ,Trading Companies and Distributors                   ,NYSE    ,4768.88   ,14491.88        ,143.34    ,178.7273    ,38.50210149439602      ,Below Avg
BIPC      ,Brookfield Infrastructure Corporation                                                  ,Utilities             ,Gas Utilities                                        ,NYSE    ,5697.49   ,21839.49        ,47.85     ,57.0        ,38.478595890410965     ,Below Avg
DGE       ,Diageo plc                                                                             ,Consumer Staples      ,Beverages                                            ,LSE     ,51139.71  ,75238.6         ,16.755    ,20.5454     ,38.45859277708593      ,Below Avg
YCA       ,Yellow Cake plc                                                                        ,Energy                ,Oil Gas and Consumable Fuels                         ,AIM     ,2248.67   ,2060.58         ,6.83      ,6.8334      ,38.44146948941471      ,Below Avg
ST5       ,STEICO SE                                                                              ,Industrials           ,Building Products                                    ,XTRA    ,384.84    ,540.74          ,23.0      ,27.7667     ,38.43259651307597      ,Below Avg
LUV       ,Southwest Airlines Co.                                                                 ,Industrials           ,Passenger Airlines                                   ,NYSE    ,24575.21  ,27325.21        ,47.52     ,44.0826     ,38.42862702366128      ,Below Avg
NOEJ      ,NORMA Group SE                                                                         ,Industrials           ,Machinery                                            ,XTRA    ,554.95    ,920.71          ,14.66     ,15.6375     ,38.422867372353686     ,Below Avg
AG        ,First Majestic Silver Corp.                                                            ,Materials             ,Metals and Mining                                    ,TSX     ,10226.52  ,10297.99        ,28.35     ,35.3333     ,38.39834993773351      ,Below Avg
AORT      ,Artivion Inc.                                                                          ,Health Care           ,Health Care Equipment and Supplies                   ,NYSE    ,1931.48   ,2120.04         ,40.77     ,51.7143     ,38.395937110834375     ,Below Avg
MEKO      ,Meko AB (publ)                                                                         ,Consumer Discretionary,Distributors                                         ,OM      ,444.88    ,1122.78         ,70.9      ,115.5       ,38.39329078455791      ,Below Avg
CENX      ,Century Aluminum Company                                                               ,Materials             ,Metals and Mining                                    ,NasdaqGS,4231.19   ,4653.89         ,45.33     ,50.0        ,38.39212328767124      ,Below Avg
SMMT      ,Summit Therapeutics Inc.                                                               ,Health Care           ,Biotechnology                                        ,NasdaqGM,11166.26  ,10933.13        ,14.48     ,33.1424     ,38.3918897882939       ,Below Avg
BRCK      ,Brickability Group Plc                                                                 ,Industrials           ,Trading Companies and Distributors                   ,AIM     ,241.6     ,358.8           ,0.546     ,1.03        ,38.389866127023666     ,Below Avg
VTURA     ,Ventura Offshore Holding Ltd.                                                          ,Energy                ,Energy Equipment and Services                        ,OB      ,245.76    ,380.32          ,22.3      ,36.4558     ,38.379592154420926     ,Below Avg
KMTS      ,Kestra Medical Technologies Ltd.                                                       ,Health Care           ,Health Care Equipment and Supplies                   ,NasdaqGS,1439.47   ,1308.85         ,24.67     ,29.0        ,38.373676836861776     ,Below Avg
688343    ,Shenzhen Intellifusion Technologies Co. Ltd.                                           ,Information Technology,Software                                             ,SHSE    ,4727.42   ,4494.56         ,91.75     ,87.0        ,38.36052303860524      ,Below Avg
SGD       ,Snowline Gold Corp.                                                                    ,Materials             ,Metals and Mining                                    ,TSX     ,2168.19   ,2080.65         ,17.04     ,23.9167     ,38.35546388542965      ,Below Avg
600258    ,BTG Hotels (Group) Co. Ltd.                                                            ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,SHSE    ,2764.44   ,3636.06         ,17.21     ,16.3833     ,38.35258405977585      ,Below Avg
A086520   ,Ecopro Co. Ltd.                                                                        ,Industrials           ,Electrical Equipment                                 ,KOSDAQ  ,15066.1   ,18875.11        ,162500.0  ,37000.0     ,38.34643524283937      ,Below Avg
3320      ,China Resources Pharmaceutical Group Limited                                           ,Health Care           ,Pharmaceuticals                                      ,SEHK    ,3659.09   ,19587.3         ,4.55      ,6.7629      ,38.346201743462025     ,Below Avg
ALMS      ,Alumis Inc.                                                                            ,Health Care           ,Pharmaceuticals                                      ,NasdaqGS,3055.33   ,2715.41         ,24.51     ,37.25       ,38.33491594022417      ,Below Avg
MASI      ,Masimo Corporation                                                                     ,Health Care           ,Health Care Equipment and Supplies                   ,NasdaqGS,7376.54   ,7650.44         ,137.33    ,183.75      ,38.328611457036125     ,Below Avg
SHC       ,Sotera Health Company                                                                  ,Health Care           ,Life Sciences Tools and Services                     ,NasdaqGS,5147.78   ,7127.88         ,18.12     ,20.4375     ,38.32682129514322      ,Below Avg
MLCO      ,Melco Resorts & Entertainment Limited                                                  ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,NasdaqGS,2367.41   ,8871.87         ,6.06      ,10.275      ,38.32588729763388      ,Below Avg
LBG       ,LBG Media plc                                                                          ,Communication Services,Entertainment                                        ,AIM     ,249.41    ,208.07          ,0.869     ,1.495       ,38.31787048567871      ,Below Avg
000625    ,Chongqing Changan Automobile Company Limited                                           ,Consumer Discretionary,Automobiles                                          ,SZSE    ,14080.69  ,6570.82         ,11.12     ,14.825      ,38.303860523038615     ,Below Avg
STUB      ,StubHub Holdings Inc.                                                                  ,Communication Services,Entertainment                                        ,NYSE    ,4879.02   ,5919.72         ,14.12     ,21.9167     ,38.297089041095894     ,Below Avg
601058    ,Sailun Group Co. Ltd.                                                                  ,Consumer Discretionary,Automobile Components                                ,SHSE    ,7190.06   ,8475.44         ,15.85     ,17.9825     ,38.29701120797012      ,Below Avg
600674    ,Sichuan Chuantou Energy Co.Ltd                                                         ,Utilities             ,Independent Power and Renewable Electricity Producers,SHSE    ,9761.28   ,12458.44        ,13.92     ,18.96       ,38.28261207970113      ,Below Avg
PDN       ,Paladin Energy Ltd                                                                     ,Energy                ,Oil Gas and Consumable Fuels                         ,ASX     ,4330.88   ,4184.27         ,13.84     ,10.7741     ,38.25786114570362      ,Below Avg
AZTEK     ,Aztek Teknoloji Urunleri Ticaret Anonim Sirketi                                        ,Information Technology,Electronic Equipment Instruments and Components      ,IBSE    ,104.39    ,142.61          ,4.54      ,6.6         ,38.2464196762142       ,Below Avg
SOLG      ,SolGold Plc                                                                            ,Materials             ,Metals and Mining                                    ,LSE     ,1162.54   ,1348.84         ,0.281     ,0.4367      ,38.23972602739727      ,Below Avg
PTRO      ,PT Petrosea Tbk                                                                        ,Materials             ,Metals and Mining                                    ,IDX     ,4234.81   ,4932.27         ,7050.0    ,16000.0     ,38.225560398505614     ,Below Avg
ZS        ,Zscaler Inc.                                                                           ,Information Technology,Software                                             ,NasdaqGS,31895.84  ,30411.19        ,200.01    ,318.3533    ,38.219333748443354     ,Below Avg
SNAP      ,Snap Inc.                                                                              ,Communication Services,Interactive Media and Services                       ,NYSE    ,11915.16  ,13075.38        ,6.93      ,9.8056      ,38.21590909090909      ,Below Avg
603392    ,Beijing Wantai Biological Pharmacy Enterprise Co. Ltd.                                 ,Health Care           ,Biotechnology                                        ,SHSE    ,7648.49   ,6990.87         ,42.05     ,50.0        ,38.206179950186815     ,Below Avg
PCOR      ,Procore Technologies Inc.                                                              ,Information Technology,Software                                             ,NYSE    ,8782.49   ,8127.07         ,56.49     ,87.5263     ,38.20244396014945      ,Below Avg
600596    ,Zhejiang Xinan Chemical Industrial Group Co.Ltd                                        ,Materials             ,Chemicals                                            ,SHSE    ,2504.5    ,2834.93         ,12.9      ,13.0        ,38.19294831880449      ,Below Avg
001203    ,Dazhong Mining Co. Ltd.                                                                ,Materials             ,Metals and Mining                                    ,SZSE    ,6164.85   ,7127.63         ,28.53     ,22.0        ,38.17403486924035      ,Below Avg
QBTS      ,D-Wave Quantum Inc.                                                                    ,Information Technology,Software                                             ,NYSE    ,7847.77   ,7051.33         ,21.22     ,39.1693     ,38.172633872976355     ,Below Avg
9202      ,ANA Holdings Inc.                                                                      ,Industrials           ,Passenger Airlines                                   ,TSE     ,9822.73   ,9620.42         ,3005.0    ,3582.7273   ,38.16959838107099      ,Below Avg
ICL       ,ICL Group Ltd                                                                          ,Materials             ,Chemicals                                            ,NYSE    ,6905.1    ,9357.1          ,5.35      ,6.225       ,38.146948941469496     ,Below Avg
UNFI      ,United Natural Foods Inc.                                                              ,Consumer Staples      ,Consumer Staples Distribution and Retail             ,NYSE    ,2268.49   ,5703.49         ,37.23     ,41.125      ,38.13714196762142      ,Below Avg
KTOS      ,Kratos Defense & Security Solutions Inc.                                               ,Industrials           ,Aerospace and Defense                                ,NasdaqGS,17392.28  ,16960.68        ,103.01    ,117.6316    ,38.13589663760897      ,Below Avg
PSNL      ,Personalis Inc.                                                                        ,Health Care           ,Life Sciences Tools and Services                     ,NasdaqGM,832.1     ,723.46          ,9.37      ,11.1429     ,38.1340286425903       ,Below Avg
PNL       ,PostNL N.V.                                                                            ,Industrials           ,Air Freight and Logistics                            ,ENXTAM  ,714.94    ,1373.14         ,1.183     ,0.975       ,38.1318493150685       ,Below Avg
7267      ,Honda Motor Co. Ltd.                                                                   ,Consumer Discretionary,Automobiles                                          ,TSE     ,39111.13  ,93101.76        ,1555.0    ,1714.4244   ,38.10966687422167      ,Below Avg
OUST      ,Ouster Inc.                                                                            ,Information Technology,Electronic Equipment Instruments and Components      ,NasdaqGS,1249.91   ,1021.29         ,20.83     ,39.5        ,38.10686488169366      ,Below Avg
CUAN      ,PT Petrindo Jaya Kreasi Tbk                                                            ,Energy                ,Oil Gas and Consumable Fuels                         ,IDX     ,12050.89  ,13284.79        ,1800.0    ,3501.12     ,38.10530821917809      ,Below Avg
PHARM     ,Pharming Group N.V.                                                                    ,Health Care           ,Biotechnology                                        ,ENXTAM  ,1393.58   ,1357.89         ,1.712     ,2.2375      ,38.10235056039851      ,Below Avg
UHAL      ,U-Haul Holding Company                                                                 ,Industrials           ,Ground Transportation                                ,NYSE    ,10163.5   ,16665.94        ,56.55     ,80.45       ,38.09939290161893      ,Below Avg
LIND      ,Lindblad Expeditions Holdings Inc.                                                     ,Consumer Discretionary,Hotels Restaurants and Leisure                       ,NasdaqCM,921.76    ,1452.78         ,16.67     ,17.5        ,38.09534557907846      ,Below Avg
DUE       ,Dürr Aktiengesellschaft                                                                ,Industrials           ,Machinery                                            ,XTRA    ,1849.88   ,2392.94         ,22.5      ,30.1111     ,38.08476027397261      ,Below Avg
STO       ,Santos Limited                                                                         ,Energy                ,Oil Gas and Consumable Fuels                         ,ASX     ,15817.03  ,21084.78        ,7.01      ,7.3807      ,38.074564134495645     ,Below Avg
AKAST     ,Akastor ASA                                                                            ,Energy                ,Energy Equipment and Services                        ,OB      ,380.81    ,361.21          ,13.4      ,19.0        ,38.06499066002491      ,Below Avg
OHB       ,OHB SE                                                                                 ,Industrials           ,Aerospace and Defense                                ,XTRA    ,6803.76   ,7138.11         ,299.0     ,260.0       ,38.05720734744708      ,Below Avg
SSW       ,Sibanye Stillwater Limited                                                             ,Materials             ,Metals and Mining                                    ,JSE     ,12927.78  ,14526.06        ,73.78     ,81.5407     ,38.04903486924035      ,Below Avg
LUOTEA    ,Luotea Oyj                                                                             ,Industrials           ,Commercial Services and Supplies                     ,HLSE    ,131.2     ,333.41          ,2.89      ,2.7         ,38.04179638854297      ,Below Avg
ANNX      ,Annexon Inc.                                                                           ,Health Care           ,Biotechnology                                        ,NasdaqGS,930.11    ,768.33          ,6.24      ,14.3333     ,38.04117372353675      ,Below Avg
VSURE     ,Verisure plc                                                                           ,Industrials           ,Commercial Services and Supplies                     ,OM      ,16912.91  ,26489.36        ,13.768    ,18.725      ,38.0359589041096       ,Below Avg
FAG       ,Fagerhult Group AB                                                                     ,Industrials           ,Electrical Equipment                                 ,OM      ,744.74    ,1108.24         ,37.45     ,52.0        ,38.031911581569126     ,Below Avg
ASTH      ,Astrana Health Inc.                                                                    ,Health Care           ,Health Care Providers and Services                   ,NasdaqCM,1140.54   ,1543.51         ,22.74     ,36.8889     ,38.01564445828145      ,Below Avg
FDR       ,Fluidra S.A.                                                                           ,Industrials           ,Machinery                                            ,BME     ,5531.85   ,6782.89         ,24.52     ,26.9119     ,38.00809464508095      ,Below Avg
FLO       ,Flowers Foods Inc.                                                                     ,Consumer Staples      ,Food Products                                        ,NYSE    ,2413.77   ,4522.5          ,11.43     ,13.1667     ,38.00412515566626      ,Below Avg
SWDY      ,El Sewedy Electric Company                                                             ,Industrials           ,Electrical Equipment                                 ,CASE    ,3643.95   ,4225.29         ,78.66     ,86.1        ,37.99034869240349      ,Below Avg
AES       ,The AES Corporation                                                                    ,Utilities             ,Independent Power and Renewable Electricity Producers,NYSE    ,10432.57  ,47234.57        ,14.65     ,15.2917     ,37.98381070983812      ,Below Avg
605196    ,Hebei Huatong Wires and Cables Group Co. Ltd.                                          ,Industrials           ,Electrical Equipment                                 ,SHSE    ,3359.44   ,3763.77         ,45.7      ,22.0        ,37.97781755915319      ,Below Avg
A310210   ,Voronoi Inc.                                                                           ,Health Care           ,Biotechnology                                        ,KOSDAQ  ,2780.26   ,2749.68         ,224000.0  ,265000.0    ,37.96746575342467      ,Below Avg
SIVE      ,Sivers Semiconductors AB (publ)                                                        ,Information Technology,Semiconductors and Semiconductor Equipment           ,OM      ,117.27    ,122.44          ,3.34      ,6.45        ,37.96396326276464      ,Below Avg
